id	project	name	bps	sequences	biome	feature	material	enviroment&nbsp;package	sequencing&nbsp;type	location	avg&nbsp;seq&nbsp;length		select
4472103.3	Human Microbiome Project (HMP)	SRR042183	4050141600	40501416	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472104.3	Human Microbiome Project (HMP)	SRR042184	4090650300	40906503	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472105.3	Human Microbiome Project (HMP)	SRR042491	4014287600	40142876	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472106.3	Human Microbiome Project (HMP)	SRR059320	1692901602	16761402	terrestrial biome	human-associated habitat	mucus	human-vaginal	WGS	unknown	101.000	public	
4472107.3	Human Microbiome Project (HMP)	SRR059321	1632292512	16161312	terrestrial biome	human-associated habitat	mucus	human-vaginal	WGS	unknown	101.000	public	
4472108.3	Human Microbiome Project (HMP)	SRR059322	3332039187	32990487	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472109.3	Human Microbiome Project (HMP)	SRR059323	3307396197	32746497	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472110.3	Human Microbiome Project (HMP)	SRR059324	877506079	8688179	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472111.3	Human Microbiome Project (HMP)	SRR059325	888132693	8793393	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472112.3	Human Microbiome Project (HMP)	SRR059326	2323813858	23008058	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472113.3	Human Microbiome Project (HMP)	SRR059327	2366735727	23433027	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472114.3	Human Microbiome Project (HMP)	SRR059328	2516416919	24915019	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472115.3	Human Microbiome Project (HMP)	SRR059329	2504044015	24792515	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472116.3	Human Microbiome Project (HMP)	SRR059330	7288508955	72163455	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472117.3	Human Microbiome Project (HMP)	SRR059331	7240109452	71684252	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472118.3	Human Microbiome Project (HMP)	SRR059332	718938200	7118200	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472119.3	Human Microbiome Project (HMP)	SRR059333	733512096	7262496	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472120.3	Human Microbiome Project (HMP)	SRR059334	2768556753	27411453	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472121.3	Human Microbiome Project (HMP)	SRR059335	2714400654	26875254	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472122.3	Human Microbiome Project (HMP)	SRR059336	2271816634	22493234	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472123.3	Human Microbiome Project (HMP)	SRR059337	2288224387	22655687	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472124.3	Human Microbiome Project (HMP)	SRR059338	6880566521	68124421	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472125.3	Human Microbiome Project (HMP)	SRR059339	6888735906	68205306	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472126.3	Human Microbiome Project (HMP)	SRR059340	2641347960	26151960	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472127.3	Human Microbiome Project (HMP)	SRR059341	2632727509	26066609	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472128.3	Human Microbiome Project (HMP)	SRR059342	7114870967	70444267	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472129.3	Human Microbiome Project (HMP)	SRR059343	7106755617	70363917	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472130.3	Human Microbiome Project (HMP)	SRR059344	8322742390	82403390	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472131.3	Human Microbiome Project (HMP)	SRR059345	8367175926	82843326	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472132.3	Human Microbiome Project (HMP)	SRR059346	7555254702	74804502	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472133.3	Human Microbiome Project (HMP)	SRR059347	7491448558	74172758	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472134.3	Human Microbiome Project (HMP)	SRR059348	886948771	8781671	terrestrial biome	human-associated habitat	mucus	human-vaginal	WGS	unknown	101.000	public	
4472135.3	Human Microbiome Project (HMP)	SRR059349	924767110	9156110	terrestrial biome	human-associated habitat	mucus	human-vaginal	WGS	unknown	101.000	public	
4472136.3	Human Microbiome Project (HMP)	SRR059350	7877359761	77993661	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472137.3	Human Microbiome Project (HMP)	SRR059351	7819055491	77416391	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472138.3	Human Microbiome Project (HMP)	SRR059352	7049527098	69797298	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472139.3	Human Microbiome Project (HMP)	SRR059353	7093227172	70229972	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472140.3	Human Microbiome Project (HMP)	SRR059354	6916996716	68485116	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472141.3	Human Microbiome Project (HMP)	SRR059355	6859078165	67911665	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472142.3	Human Microbiome Project (HMP)	SRR059356	6790464522	67232322	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472143.3	Human Microbiome Project (HMP)	SRR059357	6790279692	67230492	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472144.3	Human Microbiome Project (HMP)	SRR059358	1518290580	15032580	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472145.3	Human Microbiome Project (HMP)	SRR059359	1508362078	14934278	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472146.3	Human Microbiome Project (HMP)	SRR059360	6221435168	61598368	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472147.3	Human Microbiome Project (HMP)	SRR059361	6178902654	61177254	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472148.3	Human Microbiome Project (HMP)	SRR059362	5114465472	50638272	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472149.3	Human Microbiome Project (HMP)	SRR059363	5141196435	50902935	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472150.3	Human Microbiome Project (HMP)	SRR059364	208583685	2065185	terrestrial biome	human-associated habitat	organic material	human-skin	WGS	unknown	101.000	public	
4472151.3	Human Microbiome Project (HMP)	SRR059365	194738100	1928100	terrestrial biome	human-associated habitat	organic material	human-skin	WGS	unknown	101.000	public	
4472152.3	Human Microbiome Project (HMP)	SRR059366	6722713823	66561523	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472153.3	Human Microbiome Project (HMP)	SRR059367	6769196548	67021748	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472154.3	Human Microbiome Project (HMP)	SRR059368	982201063	9724763	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472155.3	Human Microbiome Project (HMP)	SRR059369	953280016	9438416	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472156.3	Human Microbiome Project (HMP)	SRR059370	2053423627	20330927	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472157.3	Human Microbiome Project (HMP)	SRR059371	2044501287	20242587	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472158.3	Human Microbiome Project (HMP)	SRR059372	7699273228	76230428	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472159.3	Human Microbiome Project (HMP)	SRR059373	7685606312	76095112	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472160.3	Human Microbiome Project (HMP)	SRR059374	7097449780	70271780	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472161.3	Human Microbiome Project (HMP)	SRR059375	807754469	7997569	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472162.3	Human Microbiome Project (HMP)	SRR059376	261572325	2589825	terrestrial biome	human-associated habitat	organic material	human-skin	WGS	unknown	101.000	public	
4472163.3	Human Microbiome Project (HMP)	SRR059377	256222759	2536859	terrestrial biome	human-associated habitat	organic material	human-skin	WGS	unknown	101.000	public	
4472164.3	Human Microbiome Project (HMP)	SRR059378	6303978226	62415626	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472165.3	Human Microbiome Project (HMP)	SRR059379	6202582407	61411707	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472166.3	Human Microbiome Project (HMP)	SRR059380	5075969120	50257120	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472167.3	Human Microbiome Project (HMP)	SRR059381	5102217101	50517001	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472168.3	Human Microbiome Project (HMP)	SRR059382	806386828	7984028	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472169.3	Human Microbiome Project (HMP)	SRR059383	802088773	7941473	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472170.3	Human Microbiome Project (HMP)	SRR059384	887657892	8788692	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472171.3	Human Microbiome Project (HMP)	SRR059385	873952293	8652993	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472172.3	Human Microbiome Project (HMP)	SRR059386	213109798	2109998	terrestrial biome	human-associated habitat	organic material	human-skin	WGS	unknown	101.000	public	
4472173.3	Human Microbiome Project (HMP)	SRR059403	5605886527	55503827	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472174.3	Human Microbiome Project (HMP)	SRR059404	380810602	3770402	terrestrial biome	human-associated habitat	organic material	human-skin	WGS	unknown	101.000	public	
4472175.3	Human Microbiome Project (HMP)	SRR059405	382704049	3789149	terrestrial biome	human-associated habitat	organic material	human-skin	WGS	unknown	101.000	public	
4472176.3	Human Microbiome Project (HMP)	SRR059406	6616113171	65506071	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472177.3	Human Microbiome Project (HMP)	SRR059407	6539096025	64743525	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472178.3	Human Microbiome Project (HMP)	SRR059408	2976987423	29475123	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472179.3	Human Microbiome Project (HMP)	SRR059409	2965976504	29366104	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472180.3	Human Microbiome Project (HMP)	SRR059410	210074546	2079946	terrestrial biome	human-associated habitat	organic material	human-skin	WGS	unknown	101.000	public	
4472181.3	Human Microbiome Project (HMP)	SRR059411	203431574	2014174	terrestrial biome	human-associated habitat	organic material	human-skin	WGS	unknown	101.000	public	
4472184.3	Human Microbiome Project (HMP)	SRR059412	6714231136	66477536	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472185.3	Human Microbiome Project (HMP)	SRR059413	6921146907	68526207	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472188.3	Human Microbiome Project (HMP)	SRR059414	6654339954	65884554	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472189.3	Human Microbiome Project (HMP)	SRR059415	6724460214	66578814	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472190.3	Human Microbiome Project (HMP)	SRR059416	6425218222	63616022	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472191.3	Human Microbiome Project (HMP)	SRR059417	6332921190	62702190	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472192.3	Human Microbiome Project (HMP)	SRR059418	248074887	2456187	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472193.3	Human Microbiome Project (HMP)	SRR059419	245485752	2430552	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472194.3	Human Microbiome Project (HMP)	SRR059420	6082122535	60219035	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472195.3	Human Microbiome Project (HMP)	SRR059421	6079721058	60195258	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472196.3	Human Microbiome Project (HMP)	SRR059422	5767957591	57108491	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472197.3	Human Microbiome Project (HMP)	SRR059423	5898984386	58405786	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472198.3	Human Microbiome Project (HMP)	SRR059424	5935946952	58771752	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472199.3	Human Microbiome Project (HMP)	SRR059425	5862794672	58047472	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472200.3	Human Microbiome Project (HMP)	SRR059426	5574933057	55197357	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472201.3	Human Microbiome Project (HMP)	SRR059427	5587469278	55321478	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472202.3	Human Microbiome Project (HMP)	SRR059428	1829004960	18108960	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472203.3	Human Microbiome Project (HMP)	SRR059429	1923955565	19049065	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472204.3	Human Microbiome Project (HMP)	SRR059430	248964798	2464998	terrestrial biome	human-associated habitat	mucus	human-vaginal	WGS	unknown	101.000	public	
4472205.3	Human Microbiome Project (HMP)	SRR059431	250758457	2482757	terrestrial biome	human-associated habitat	mucus	human-vaginal	WGS	unknown	101.000	public	
4472206.3	Human Microbiome Project (HMP)	SRR059432	5697029331	56406231	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472207.3	Human Microbiome Project (HMP)	SRR059433	5491243144	54368744	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472208.3	Human Microbiome Project (HMP)	SRR059434	290276525	2874025	terrestrial biome	human-associated habitat	mucus	human-vaginal	WGS	unknown	101.000	public	
4472209.3	Human Microbiome Project (HMP)	SRR059435	278930488	2761688	terrestrial biome	human-associated habitat	mucus	human-vaginal	WGS	unknown	101.000	public	
4472210.3	Human Microbiome Project (HMP)	SRR059436	5280353124	52280724	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472211.3	Human Microbiome Project (HMP)	SRR059437	5379298582	53260382	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472212.3	Human Microbiome Project (HMP)	SRR059438	737722483	7304183	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472213.3	Human Microbiome Project (HMP)	SRR059439	750268097	7428397	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
4472214.3	Human Microbiome Project (HMP)	SRR059440	6269355224	62072824	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472215.3	Human Microbiome Project (HMP)	SRR059441	6352107857	62892157	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	101.000	public	
4472216.3	Human Microbiome Project (HMP)	SRR059442	3630681138	35947338	terrestrial biome	human-associated habitat	mucus	human-oral	WGS	unknown	101.000	public	
